Bedroom,Landsize,YearBuilt,RegionName
4,650,1996,Southern Metropolitan
4,603,1920,Southern Metropolitan
4,557,1950,Southern Metropolitan
4,293,2012,Southern Metropolitan
4,673,1935,Southern Metropolitan
3,278,1930,Southern Metropolitan
3,401,1970,Southern Metropolitan
2,834,1967,Southern Metropolitan
5,591,1950,Southern Metropolitan
3,307,2014,Southern Metropolitan
4,673,2014,Southern Metropolitan
4,306,2014,Southern Metropolitan
4,429,2013,Southern Metropolitan
4,557,1920,Southern Metropolitan
4,811,1975,Southern Metropolitan
4,557,1940,Southern Metropolitan
4,623,1950,Southern Metropolitan
3,690,1950,Southern Metropolitan
4,738,1950,Southern Metropolitan
3,554,1960,Southern Metropolitan
3,569,1940,Southern Metropolitan
4,560,2008,Southern Metropolitan
4,363,2017,Southern Metropolitan
4,750,1950,Southern Metropolitan
5,697,2016,Southern Metropolitan
3,585,1960,Southern Metropolitan
2,717,1920,Southern Metropolitan
3,598,1960,Southern Metropolitan
3,275,2012,Southern Metropolitan
3,239,2010,Southern Metropolitan
4,833,1920,Southern Metropolitan
4,599,1930,Southern Metropolitan
3,359,2002,Southern Metropolitan
4,587,1930,Southern Metropolitan
5,665,2007,Southern Metropolitan
5,705,1998,Southern Metropolitan
3,635,2019,Southern Metropolitan
3,726,1950,Southern Metropolitan
2,201,2005,Southern Metropolitan
3,588,1960,Southern Metropolitan
3,291,2000,Southern Metropolitan
3,730,1970,Southern Metropolitan
4,619,1960,Southern Metropolitan
3,627,1950,Southern Metropolitan
5,618,1950,Southern Metropolitan
3,610,1970,Southern Metropolitan
2,265,1960,Southern Metropolitan
3,583,1955,Southern Metropolitan
4,590,1960,Southern Metropolitan
3,268,2000,Southern Metropolitan
4,274,2004,Southern Metropolitan
3,710,1966,Southern Metropolitan
3,692,1949,Southern Metropolitan
3,316,1950,Southern Metropolitan
4,582,1960,Southern Metropolitan
3,185,2012,Southern Metropolitan
2,76,1980,Southern Metropolitan
3,585,1950,Southern Metropolitan
3,565,1950,Southern Metropolitan
0,292,2012,Southern Metropolitan
4,633,1975,Southern Metropolitan
4,316,2010,Southern Metropolitan
3,252,1994,Southern Metropolitan
2,154,2000,Southern Metropolitan
5,623,1950,Southern Metropolitan
3,250,1980,Southern Metropolitan
3,319,2015,Southern Metropolitan
3,587,1950,Southern Metropolitan
3,388,2007,Southern Metropolitan
2,194,1995,Southern Metropolitan
3,228,1996,Southern Metropolitan
4,618,1950,Southern Metropolitan
4,296,2006,Southern Metropolitan
4,659,1930,Southern Metropolitan
3,210,2005,Southern Metropolitan
2,298,2005,Southern Metropolitan
3,598,1970,Southern Metropolitan
3,291,2014,Southern Metropolitan
3,321,2006,Southern Metropolitan
2,591,1960,Southern Metropolitan
4,598,2006,Southern Metropolitan
4,625,1997,Southern Metropolitan
3,395,2001,Southern Metropolitan
4,610,1950,Southern Metropolitan
3,593,1950,Southern Metropolitan
3,326,1950,Southern Metropolitan
4,592,2013,Southern Metropolitan
2,176,2008,Southern Metropolitan
4,604,1970,Southern Metropolitan
3,721,1970,Southern Metropolitan
3,421,1950,Southern Metropolitan
4,314,2010,Southern Metropolitan
4,583,1960,Southern Metropolitan
4,700,1950,Southern Metropolitan
3,391,1950,Southern Metropolitan
4,337,2010,Southern Metropolitan
3,283,2010,Southern Metropolitan
3,365,2011,Southern Metropolitan
3,629,1950,Southern Metropolitan
3,676,1970,Southern Metropolitan
3,194,2008,Southern Metropolitan
3,578,1955,Southern Metropolitan
4,636,1940,Southern Metropolitan
3,295,1998,Southern Metropolitan
3,254,1995,Southern Metropolitan
3,167,2009,Southern Metropolitan
2,300,1960,Southern Metropolitan
3,578,1950,Southern Metropolitan
3,230,2012,Southern Metropolitan
3,543,1970,Southern Metropolitan
3,686,1950,Southern Metropolitan
4,575,1960,Southern Metropolitan
5,583,2007,Southern Metropolitan
3,406,1996,Southern Metropolitan
3,596,1960,Southern Metropolitan
2,281,2002,Southern Metropolitan
5,683,1960,Southern Metropolitan
4,305,2012,Southern Metropolitan
4,313,1960,Southern Metropolitan
4,363,2012,Southern Metropolitan
3,281,2005,Southern Metropolitan
4,620,1980,Southern Metropolitan
3,640,1960,Southern Metropolitan
4,684,1970,Southern Metropolitan
4,725,1950,Southern Metropolitan
3,384,1999,Southern Metropolitan
3,213,2003,Southern Metropolitan
4,450,1940,Southern Metropolitan
3,337,1950,Southern Metropolitan
2,1026,1970,Southern Metropolitan
4,587,1950,Southern Metropolitan
3,557,1960,Southern Metropolitan
3,604,1960,Southern Metropolitan
4,635,1950,Southern Metropolitan
3,290,2006,Southern Metropolitan
3,372,2008,Southern Metropolitan
3,301,2000,Southern Metropolitan
3,294,1950,Southern Metropolitan
4,612,2003,Southern Metropolitan
3,614,1950,Southern Metropolitan
4,722,1955,Southern Metropolitan
3,244,2000,Southern Metropolitan
4,426,2014,Southern Metropolitan
4,604,1950,Southern Metropolitan
3,636,1958,Southern Metropolitan
3,581,1940,Southern Metropolitan
4,566,1950,Southern Metropolitan
4,933,1960,Southern Metropolitan
3,580,1950,Southern Metropolitan
5,611,1950,Southern Metropolitan
2,230,1990,Southern Metropolitan
3,669,1960,Southern Metropolitan
3,335,2013,Southern Metropolitan
2,212,2008,Southern Metropolitan
4,581,1960,Southern Metropolitan
5,697,1960,Southern Metropolitan
4,270,2012,Southern Metropolitan
4,605,1930,Southern Metropolitan
3,632,1950,Southern Metropolitan
3,616,1960,Southern Metropolitan
3,585,1960,Southern Metropolitan
2,597,1959,Southern Metropolitan
4,248,1970,Southern Metropolitan
3,254,2012,Southern Metropolitan
3,560,1960,Southern Metropolitan
3,402,1970,Southern Metropolitan
5,675,2017,Southern Metropolitan
4,638,1960,Southern Metropolitan
3,366,1960,Southern Metropolitan
4,700,1960,Southern Metropolitan
3,370,1950,Southern Metropolitan
3,460,1955,Southern Metropolitan
4,581,2013,Southern Metropolitan
3,663,1960,Southern Metropolitan
3,753,1950,Southern Metropolitan
2,640,1948,Southern Metropolitan
4,591,1970,Southern Metropolitan
3,295,2011,Southern Metropolitan
3,589,1955,Southern Metropolitan
2,580,1950,Southern Metropolitan
4,303,2016,Southern Metropolitan
4,354,2014,Southern Metropolitan
3,666,1950,Southern Metropolitan
5,400,2013,Southern Metropolitan
3,595,1960,Southern Metropolitan
3,587,1965,Southern Metropolitan
3,592,1960,Southern Metropolitan
4,338,2013,Southern Metropolitan
4,792,1977,Eastern Victoria
4,796,2004,Eastern Victoria
4,563,1995,Eastern Victoria
3,703,1980,Eastern Victoria
4,603,2007,Eastern Victoria
3,792,1970,Eastern Victoria
4,675,2005,Eastern Victoria
3,530,1996,Eastern Victoria
4,843,1994,Eastern Victoria
4,668,2007,Eastern Victoria
4,652,2010,Eastern Victoria
3,328,1980,Southern Metropolitan
2,206,1970,Southern Metropolitan
4,665,1950,Southern Metropolitan
4,659,1950,Southern Metropolitan
3,749,1980,Southern Metropolitan
4,550,2000,Southern Metropolitan
4,696,1950,Eastern Metropolitan
3,335,1960,Eastern Metropolitan
3,448,1950,Eastern Metropolitan
3,492,1957,Eastern Metropolitan
3,697,1950,Eastern Metropolitan
3,698,1945,Eastern Metropolitan
5,1003,1960,Eastern Metropolitan
4,628,2012,Eastern Metropolitan
4,926,2006,Eastern Metropolitan
4,989,1950,Eastern Metropolitan
3,353,1999,Eastern Metropolitan
3,651,1955,Eastern Metropolitan
4,296,1950,Eastern Metropolitan
4,797,1960,Eastern Metropolitan
4,580,1965,Eastern Metropolitan
4,543,2006,Eastern Metropolitan
4,757,1968,Eastern Metropolitan
4,582,2011,Eastern Metropolitan
3,568,1968,Eastern Metropolitan
5,870,1970,Eastern Metropolitan
5,544,1960,Eastern Metropolitan
4,605,1965,Eastern Metropolitan
3,278,1990,Eastern Metropolitan
3,579,1960,Eastern Metropolitan
3,548,1970,Eastern Metropolitan
3,232,2014,Eastern Metropolitan
2,3316,1970,Eastern Metropolitan
3,887,1990,Eastern Metropolitan
4,592,2017,Eastern Metropolitan
4,727,1960,Eastern Metropolitan
5,587,2012,Eastern Metropolitan
5,554,1970,Eastern Metropolitan
3,345,2000,Eastern Metropolitan
3,648,1970,Eastern Metropolitan
4,616,1979,Eastern Metropolitan
4,560,1960,Eastern Metropolitan
4,610,1966,Eastern Metropolitan
4,604,1940,South-Eastern Metropolitan
3,648,1940,South-Eastern Metropolitan
2,772,1940,South-Eastern Metropolitan
5,693,1940,South-Eastern Metropolitan
3,645,1950,South-Eastern Metropolitan
3,572,1950,South-Eastern Metropolitan
3,564,1950,South-Eastern Metropolitan
3,379,1950,South-Eastern Metropolitan
4,730,1975,Eastern Metropolitan
3,720,1970,Eastern Metropolitan
4,719,1975,Eastern Metropolitan
4,723,1970,Eastern Metropolitan
3,439,1970,Eastern Metropolitan
3,509,1975,Eastern Metropolitan
3,719,1960,Eastern Metropolitan
4,854,1970,Eastern Metropolitan
4,1149,1950,Eastern Metropolitan
3,739,1983,Eastern Metropolitan
4,692,1890,Eastern Metropolitan
3,755,1920,Eastern Metropolitan
4,492,1930,Eastern Metropolitan
3,238,2000,Eastern Metropolitan
1,774,1970,Eastern Metropolitan
3,763,1945,Eastern Metropolitan
3,307,1890,Eastern Metropolitan
2,176,2000,Eastern Metropolitan
2,153,1970,Eastern Metropolitan
4,697,1940,Eastern Metropolitan
3,729,1905,Eastern Metropolitan
3,211,1980,Eastern Metropolitan
4,707,1926,Eastern Metropolitan
4,299,2008,Eastern Metropolitan
3,702,1950,Eastern Metropolitan
3,150,2000,Eastern Metropolitan
3,643,1940,Eastern Metropolitan
3,664,1930,Eastern Metropolitan
3,384,1950,Eastern Metropolitan
4,715,1950,Eastern Metropolitan
2,151,1970,Eastern Metropolitan
4,620,1912,Eastern Metropolitan
3,228,2005,Eastern Metropolitan
3,458,1950,Eastern Metropolitan
3,550,1950,Eastern Metropolitan
3,741,1910,Eastern Metropolitan
4,590,1924,Eastern Metropolitan
2,140,1965,Eastern Metropolitan
4,206,2003,Eastern Metropolitan
2,156,1980,Eastern Metropolitan
3,693,1925,Eastern Metropolitan
2,171,2014,Eastern Metropolitan
3,689,1920,Eastern Metropolitan
2,126,2012,Eastern Metropolitan
5,613,1955,Eastern Metropolitan
2,701,1940,Eastern Metropolitan
2,84,1970,Eastern Metropolitan
4,641,1930,Eastern Metropolitan
4,715,1930,Eastern Metropolitan
4,686,1945,Eastern Metropolitan
6,1463,1880,Eastern Metropolitan
2,667,1950,Western Metropolitan
4,288,2000,Western Metropolitan
2,566,1950,Western Metropolitan
4,283,1990,Western Metropolitan
3,216,2010,Western Metropolitan
4,606,2002,Western Metropolitan
4,283,1990,Western Metropolitan
2,599,1960,Western Metropolitan
3,198,2013,Western Metropolitan
4,599,2008,Western Metropolitan
3,566,1970,Western Metropolitan
4,393,2008,Western Metropolitan
2,115,1980,Western Metropolitan
3,220,2011,Western Metropolitan
3,544,1970,Western Metropolitan
3,557,1960,Western Metropolitan
2,604,1950,Western Metropolitan
3,145,2003,Western Metropolitan
4,475,2002,Western Metropolitan
2,555,1950,Western Metropolitan
2,567,1950,Western Metropolitan
3,694,1960,Western Metropolitan
2,304,1950,Western Metropolitan
3,158,2002,Western Metropolitan
3,620,1960,Western Metropolitan
3,588,1950,Western Metropolitan
3,539,1950,Western Metropolitan
2,318,1980,Eastern Metropolitan
2,598,1985,Eastern Metropolitan
3,509,2000,Eastern Metropolitan
4,1061,1960,Eastern Metropolitan
3,641,1977,Eastern Metropolitan
5,552,1920,Southern Metropolitan
4,509,2005,Southern Metropolitan
2,232,1970,Southern Metropolitan
3,550,1910,Southern Metropolitan
4,710,2000,Southern Metropolitan
5,895,1938,Southern Metropolitan
2,118,1970,Southern Metropolitan
3,323,1995,Southern Metropolitan
4,842,1990,Southern Metropolitan
3,138,1965,Southern Metropolitan
3,106,1975,Southern Metropolitan
4,695,1970,Southern Metropolitan
3,463,1970,Southern Metropolitan
2,90,1960,Southern Metropolitan
4,1572,1890,Southern Metropolitan
4,848,1975,Southern Metropolitan
3,266,2000,Southern Metropolitan
3,549,1990,Southern Metropolitan
4,615,1920,Southern Metropolitan
3,275,1991,Southern Metropolitan
3,277,1950,Southern Metropolitan
2,411,1910,Southern Metropolitan
2,280,1993,Southern Metropolitan
4,1045,1930,Southern Metropolitan
3,279,1970,Southern Metropolitan
3,663,1940,Southern Metropolitan
3,366,1920,Southern Metropolitan
3,835,1910,Southern Metropolitan
5,655,1925,Southern Metropolitan
4,547,2000,Southern Metropolitan
3,426,1935,Southern Metropolitan
2,380,1958,Southern Metropolitan
4,565,1990,Southern Metropolitan
3,345,2000,Southern Metropolitan
3,354,1910,Southern Metropolitan
2,352,1920,Southern Metropolitan
3,404,1953,Southern Metropolitan
3,375,1930,Southern Metropolitan
4,605,1920,Southern Metropolitan
4,732,1925,Southern Metropolitan
1,70,1980,Southern Metropolitan
4,230,2012,Southern Metropolitan
3,659,1942,Southern Metropolitan
4,836,1960,Southern Metropolitan
4,742,1900,Southern Metropolitan
3,432,1930,Southern Metropolitan
3,398,2012,Southern Metropolitan
4,644,2000,Southern Metropolitan
2,125,2009,Southern Metropolitan
4,578,1995,Southern Metropolitan
4,432,2000,Southern Metropolitan
2,244,2000,Southern Metropolitan
4,487,1905,Southern Metropolitan
2,329,1940,Southern Metropolitan
3,411,1997,Southern Metropolitan
2,107,1950,Southern Metropolitan
4,569,1910,Southern Metropolitan
3,517,1920,Southern Metropolitan
4,473,2013,Southern Metropolitan
2,444,1915,Southern Metropolitan
4,920,1990,Southern Metropolitan
3,649,1967,Southern Metropolitan
4,263,2005,Southern Metropolitan
2,1647,2004,Southern Metropolitan
4,286,1999,Southern Metropolitan
2,118,1975,Southern Metropolitan
2,211,1970,Southern Metropolitan
3,284,1970,Southern Metropolitan
3,385,1940,Southern Metropolitan
3,164,1970,Southern Metropolitan
3,697,1991,Southern Metropolitan
3,645,1910,Southern Metropolitan
1,1993,2000,Southern Metropolitan
4,498,1900,Southern Metropolitan
2,100,1960,Southern Metropolitan
2,138,1980,Southern Metropolitan
4,508,2011,Southern Metropolitan
4,396,1908,Southern Metropolitan
4,421,2000,Southern Metropolitan
4,635,1930,Southern Metropolitan
4,700,1930,Southern Metropolitan
4,881,2015,Southern Metropolitan
3,287,1910,Southern Metropolitan
3,709,1960,Southern Metropolitan
4,335,1960,Southern Metropolitan
4,420,2010,Southern Metropolitan
4,823,1937,Southern Metropolitan
5,1454,1860,Southern Metropolitan
3,691,1930,Southern Metropolitan
3,525,1935,Southern Metropolitan
5,710,2015,Southern Metropolitan
5,624,1901,Southern Metropolitan
5,662,2005,Southern Metropolitan
4,302,2000,Southern Metropolitan
3,386,1953,Southern Metropolitan
4,547,1905,Southern Metropolitan
5,624,2000,Southern Metropolitan
3,545,1920,Southern Metropolitan
3,468,1910,Southern Metropolitan
2,199,1920,Southern Metropolitan
4,393,1890,Southern Metropolitan
4,663,1960,Southern Metropolitan
4,400,1955,Southern Metropolitan
3,613,1950,Southern Metropolitan
5,616,1945,Southern Metropolitan
4,635,1935,Southern Metropolitan
5,775,1920,Southern Metropolitan
2,603,1920,Southern Metropolitan
4,506,1997,Southern Metropolitan
3,297,1980,Southern Metropolitan
4,656,1930,Southern Metropolitan
2,227,1980,Southern Metropolitan
3,227,1998,Southern Metropolitan
4,757,1930,Southern Metropolitan
4,594,1973,Southern Metropolitan
4,994,1935,Southern Metropolitan
4,824,1930,Southern Metropolitan
3,312,1990,Southern Metropolitan
4,654,2000,Southern Metropolitan
2,74,1960,Southern Metropolitan
4,315,2000,Southern Metropolitan
2,1233,1960,Southern Metropolitan
2,267,1990,Southern Metropolitan
3,686,1948,Southern Metropolitan
3,315,2000,Southern Metropolitan
5,645,1970,Southern Metropolitan
5,598,1948,Southern Metropolitan
4,682,1960,Southern Metropolitan
4,617,1940,Southern Metropolitan
3,329,1930,Southern Metropolitan
5,999,1972,Southern Metropolitan
2,564,1948,Southern Metropolitan
4,435,1915,Southern Metropolitan
3,337,2000,Southern Metropolitan
2,166,2012,Southern Metropolitan
4,302,2018,Southern Metropolitan
5,640,1950,Southern Metropolitan
3,481,2012,Southern Metropolitan
4,678,1940,Southern Metropolitan
5,551,2016,Southern Metropolitan
2,189,1980,Southern Metropolitan
3,759,1930,Southern Metropolitan
2,604,1950,Southern Metropolitan
5,669,1970,Southern Metropolitan
2,112,1960,Southern Metropolitan
3,697,1925,Southern Metropolitan
3,401,1926,Southern Metropolitan
5,915,1960,Southern Metropolitan
4,614,1970,Southern Metropolitan
2,171,1970,Southern Metropolitan
4,509,1960,Southern Metropolitan
2,660,1930,Southern Metropolitan
5,679,1950,Southern Metropolitan
4,618,2008,Southern Metropolitan
4,674,1950,Southern Metropolitan
2,305,1970,Southern Metropolitan
5,634,2005,Southern Metropolitan
4,708,1950,Southern Metropolitan
3,661,1920,Southern Metropolitan
5,1561,1969,Southern Metropolitan
3,304,1990,Southern Metropolitan
4,1000,1960,Southern Metropolitan
3,324,1999,Southern Metropolitan
2,649,1940,Southern Metropolitan
4,312,1950,Southern Metropolitan
5,583,2009,Southern Metropolitan
3,119,2000,Southern Metropolitan
5,780,1950,Southern Metropolitan
3,597,1925,Southern Metropolitan
3,530,1886,Southern Metropolitan
3,424,2012,Southern Metropolitan
4,606,1948,Southern Metropolitan
2,542,1985,Southern Metropolitan
5,645,1990,Southern Metropolitan
4,608,2000,Southern Metropolitan
4,725,2000,Southern Metropolitan
3,684,1940,Southern Metropolitan
4,345,2001,Southern Metropolitan
4,890,1970,Southern Metropolitan
3,279,1990,Southern Metropolitan
3,605,1920,Southern Metropolitan
2,275,1970,Southern Metropolitan
3,685,1950,Southern Metropolitan
3,623,1920,Southern Metropolitan
5,773,1950,Southern Metropolitan
4,583,1925,Southern Metropolitan
3,691,1930,Southern Metropolitan
5,604,1935,Southern Metropolitan
4,657,2000,Southern Metropolitan
4,819,1935,Southern Metropolitan
3,217,2000,Southern Metropolitan
4,600,1950,Southern Metropolitan
2,440,1930,Southern Metropolitan
4,767,1920,Southern Metropolitan
3,344,2012,Southern Metropolitan
4,713,2012,Southern Metropolitan
4,612,1930,Southern Metropolitan
4,598,1956,Southern Metropolitan
4,602,1950,Southern Metropolitan
5,651,1920,Southern Metropolitan
5,1048,1925,Southern Metropolitan
2,619,1920,Southern Metropolitan
3,546,2000,Northern Metropolitan
2,171,2008,Northern Metropolitan
3,248,2010,Northern Metropolitan
3,576,1999,Northern Metropolitan
3,341,1965,Northern Metropolitan
3,640,1965,Northern Metropolitan
